text,level1,level2,polarity,source,lang,style
در استفاده از محصول مشکل دارم، لطفاً راهنمایی کنید. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Query,technical_support_query,positive,ecommerce,fa,formal
پیشنهاد می‌کنم تنوع محصولات را بیشتر کنید. هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Feedback,suggestion_feedback,neutral,ecommerce,fa,informal
جنس کالا با توضیحات سایت متفاوت بود. در مجموع از تجربه راضی نبودم. اصلاً چیزی که انتظار داشتم نبود. (خرید از فروشگاه آنلاین).,Complaint,product_quality_complaint,negative,ecommerce,fa,formal
پیشنهاد می‌کنم تنوع محصولات را بیشتر کنید. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Feedback,suggestion_feedback,positive,ecommerce,fa,semi_formal
توضیحات کالا گمراه‌کننده بود. در کل تجربه‌ام مثبت بود. واقعاً از خریدم راضی‌ام. (خرید از فروشگاه آنلاین).,Complaint,misleading_description_complaint,positive,ecommerce,fa,semi_formal
می‌خواستم درباره شرایط گارانتی بیشتر بدانم. در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Query,warranty_query,positive,ecommerce,fa,formal
لطفاً وضعیت سفارش من را اعلام کنید، مدتی است تغییری در وضعیتش نمی‌بینم. هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Request,order_status_request,neutral,ecommerce,fa,formal
از خرید خود کاملاً راضی هستم. هنوز نظر قطعی ندارم. فعلاً نه خیلی خوب بوده نه خیلی بد. (خرید از فروشگاه آنلاین).,Feedback,positive_experience_feedback,neutral,ecommerce,fa,informal
جنس کالا با توضیحات سایت متفاوت بود. در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Complaint,product_quality_complaint,negative,ecommerce,fa,semi_formal
محصول ارسال شده ایراد داشت و از کیفیتش راضی نیستم. در کل تجربه‌ام مثبت بود. واقعاً از خریدم راضی‌ام. (خرید از فروشگاه آنلاین).,Complaint,product_quality_complaint,positive,ecommerce,fa,formal
اگر قابلیت پیشنهاد هوشمند اضافه شود عالی می‌شود. در مجموع از تجربه راضی نبودم. اصلاً چیزی که انتظار داشتم نبود. (خرید از فروشگاه آنلاین).,Feedback,feature_request_feedback,negative,ecommerce,fa,formal
توضیحات محصول دقیق نبود و باعث اشتباه در خرید شد. در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Complaint,misleading_description_complaint,negative,ecommerce,fa,formal
می‌خواستم درباره شرایط گارانتی بیشتر بدانم. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Query,warranty_query,positive,ecommerce,fa,informal
روند بازگشت محصول چقدر زمان می‌برد؟ در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Query,return_process_query,negative,ecommerce,fa,semi_formal
پیشنهاد می‌کنم تنوع محصولات را بیشتر کنید. در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Feedback,suggestion_feedback,positive,ecommerce,fa,informal
کیفیت محصول دریافتی اصلاً مطابق انتظار نبود. در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Complaint,product_quality_complaint,negative,ecommerce,fa,semi_formal
محصول درست کار نمی‌کند، راهنمایی می‌خواستم. هنوز نظر قطعی ندارم. تجربه‌ام تا الان معمولی بوده. (خرید از فروشگاه آنلاین).,Query,technical_support_query,neutral,ecommerce,fa,semi_formal
روند بازگشت محصول چقدر زمان می‌برد؟ در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Query,return_process_query,negative,ecommerce,fa,informal
تصاویر محصول با واقعیت تفاوت داشت. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Complaint,misleading_description_complaint,positive,ecommerce,fa,formal
چه زمانی امکان بازگشت وجه وجود دارد؟ در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Query,refund_policy_query,positive,ecommerce,fa,informal
محصول درست کار نمی‌کند، راهنمایی می‌خواستم. در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Query,technical_support_query,negative,ecommerce,fa,formal
تصاویر محصول با واقعیت تفاوت داشت. هنوز نظر قطعی ندارم. تجربه‌ام تا الان معمولی بوده. (خرید از فروشگاه آنلاین).,Complaint,misleading_description_complaint,neutral,ecommerce,fa,informal
پیشنهاد می‌کنم تنوع محصولات را بیشتر کنید. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Feedback,suggestion_feedback,positive,ecommerce,fa,formal
آیا امکان دارد بگویید بسته من کی ارسال می‌شود؟ هنوز نظر قطعی ندارم. فعلاً نه خیلی خوب بوده نه خیلی بد. (خرید از فروشگاه آنلاین).,Request,order_status_request,neutral,ecommerce,fa,informal
توضیحات محصول دقیق نبود و باعث اشتباه در خرید شد. هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Complaint,misleading_description_complaint,neutral,ecommerce,fa,semi_formal
آیا امکان دارد بگویید چرا قیمت این محصول تغییر کرده؟ در مجموع از تجربه راضی نبودم. اصلاً چیزی که انتظار داشتم نبود. (خرید از فروشگاه آنلاین).,Request,pricing_request,negative,ecommerce,fa,formal
روند بازگشت محصول چقدر زمان می‌برد؟ هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Query,return_process_query,neutral,ecommerce,fa,informal
لطفاً توضیح دهید تخفیف این محصول تا چه زمانی فعال است؟ در مجموع از تجربه راضی نبودم. اصلاً چیزی که انتظار داشتم نبود. (خرید از فروشگاه آنلاین).,Request,pricing_request,negative,ecommerce,fa,informal
جنس کالا با توضیحات سایت متفاوت بود. در کل تجربه‌ام مثبت بود. واقعاً از خریدم راضی‌ام. (خرید از فروشگاه آنلاین).,Complaint,product_quality_complaint,positive,ecommerce,fa,formal
امکان افزودن مقایسه محصولات می‌تواند مفید باشد. در مجموع از تجربه راضی نبودم. اصلاً چیزی که انتظار داشتم نبود. (خرید از فروشگاه آنلاین).,Feedback,feature_request_feedback,negative,ecommerce,fa,semi_formal
پیشنهاد دارم فیلترهای بیشتری به سایت اضافه کنید. در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Feedback,suggestion_feedback,negative,ecommerce,fa,informal
اگر قابلیت پیشنهاد هوشمند اضافه شود عالی می‌شود. در کل تجربه‌ام مثبت بود. واقعاً از خریدم راضی‌ام. (خرید از فروشگاه آنلاین).,Feedback,feature_request_feedback,positive,ecommerce,fa,formal
آیا امکان دارد بگویید بسته من کی ارسال می‌شود؟ هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Request,order_status_request,neutral,ecommerce,fa,formal
لطفاً توضیح دهید تخفیف این محصول تا چه زمانی فعال است؟ در مجموع از تجربه راضی نبودم. اصلاً چیزی که انتظار داشتم نبود. (خرید از فروشگاه آنلاین).,Request,pricing_request,negative,ecommerce,fa,semi_formal
آیا موجودی این کالا به‌زودی شارژ می‌شود؟ در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Request,availability_request,positive,ecommerce,fa,semi_formal
تصاویر محصول با واقعیت تفاوت داشت. در مجموع از تجربه راضی نبودم. اصلاً چیزی که انتظار داشتم نبود. (خرید از فروشگاه آنلاین).,Complaint,misleading_description_complaint,negative,ecommerce,fa,semi_formal
آیا امکان دارد بگویید بسته من کی ارسال می‌شود؟ هنوز نظر قطعی ندارم. فعلاً نه خیلی خوب بوده نه خیلی بد. (خرید از فروشگاه آنلاین).,Request,order_status_request,neutral,ecommerce,fa,semi_formal
می‌خواستم درباره شرایط گارانتی بیشتر بدانم. هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Query,warranty_query,neutral,ecommerce,fa,informal
پشتیبانی اصلاً همکاری لازم را نداشت. در کل تجربه‌ام مثبت بود. واقعاً از خریدم راضی‌ام. (خرید از فروشگاه آنلاین).,Complaint,support_inefficiency_complaint,positive,ecommerce,fa,informal
بهتر است روند پاسخگویی سریع‌تر شود. در مجموع از تجربه راضی نبودم. اصلاً چیزی که انتظار داشتم نبود. (خرید از فروشگاه آنلاین).,Feedback,suggestion_feedback,negative,ecommerce,fa,semi_formal
محصول ارسال شده ایراد داشت و از کیفیتش راضی نیستم. هنوز نظر قطعی ندارم. تجربه‌ام تا الان معمولی بوده. (خرید از فروشگاه آنلاین).,Complaint,product_quality_complaint,neutral,ecommerce,fa,semi_formal
آیا امکان دارد بگویید چرا قیمت این محصول تغییر کرده؟ در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Request,pricing_request,negative,ecommerce,fa,semi_formal
خدمات عالی بود و دوباره خرید می‌کنم. در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Feedback,positive_experience_feedback,negative,ecommerce,fa,semi_formal
آیا این محصول به‌زودی موجود می‌شود؟ در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Request,availability_request,negative,ecommerce,fa,formal
در صورت نارضایتی آیا می‌توانم محصول را مرجوع کنم؟ در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Query,refund_policy_query,positive,ecommerce,fa,formal
مراحل بازگرداندن کالا چگونه است؟ هنوز نظر قطعی ندارم. فعلاً نه خیلی خوب بوده نه خیلی بد. (خرید از فروشگاه آنلاین).,Query,return_process_query,neutral,ecommerce,fa,formal
چه زمانی امکان بازگشت وجه وجود دارد؟ در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Query,refund_policy_query,negative,ecommerce,fa,formal
ارسال سفارش بسیار دیرتر از موعد انجام شد. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Complaint,delivery_delay_complaint,positive,ecommerce,fa,informal
افزودن نظرات تصویری خیلی کاربردی خواهد بود. در کل تجربه‌ام مثبت بود. واقعاً از خریدم راضی‌ام. (خرید از فروشگاه آنلاین).,Feedback,feature_request_feedback,positive,ecommerce,fa,formal
پشتیبانی اصلاً همکاری لازم را نداشت. هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Complaint,support_inefficiency_complaint,neutral,ecommerce,fa,formal
آیا امکان دارد بگویید چرا قیمت این محصول تغییر کرده؟ در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Request,pricing_request,negative,ecommerce,fa,formal
از خرید خود کاملاً راضی هستم. در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Feedback,positive_experience_feedback,positive,ecommerce,fa,formal
چه زمانی امکان بازگشت وجه وجود دارد؟ در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Query,refund_policy_query,negative,ecommerce,fa,semi_formal
پشتیبانی اصلاً همکاری لازم را نداشت. در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Complaint,support_inefficiency_complaint,positive,ecommerce,fa,semi_formal
کیفیت محصول دریافتی اصلاً مطابق انتظار نبود. هنوز نظر قطعی ندارم. تجربه‌ام تا الان معمولی بوده. (خرید از فروشگاه آنلاین).,Complaint,product_quality_complaint,neutral,ecommerce,fa,semi_formal
چه زمانی امکان بازگشت وجه وجود دارد؟ در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Query,refund_policy_query,negative,ecommerce,fa,semi_formal
تجربه خرید خیلی خوبی بود. هنوز نظر قطعی ندارم. فعلاً نه خیلی خوب بوده نه خیلی بد. (خرید از فروشگاه آنلاین).,Feedback,positive_experience_feedback,neutral,ecommerce,fa,formal
مشکل فنی برایم پیش آمده، نیاز به پشتیبانی دارم. در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Query,technical_support_query,positive,ecommerce,fa,informal
امکان افزودن مقایسه محصولات می‌تواند مفید باشد. هنوز نظر قطعی ندارم. تجربه‌ام تا الان معمولی بوده. (خرید از فروشگاه آنلاین).,Feedback,feature_request_feedback,neutral,ecommerce,fa,semi_formal
بهتر است روند پاسخگویی سریع‌تر شود. در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Feedback,suggestion_feedback,negative,ecommerce,fa,formal
می‌خواستم بدانم سفارشم در چه مرحله‌ای است. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Request,order_status_request,positive,ecommerce,fa,semi_formal
محصول ارسال شده ایراد داشت و از کیفیتش راضی نیستم. در مجموع از تجربه راضی نبودم. اصلاً چیزی که انتظار داشتم نبود. (خرید از فروشگاه آنلاین).,Complaint,product_quality_complaint,negative,ecommerce,fa,semi_formal
از خدمات فروشگاه ناراضی هستم. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Feedback,negative_experience_feedback,positive,ecommerce,fa,semi_formal
از خرید خود کاملاً راضی هستم. هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Feedback,positive_experience_feedback,neutral,ecommerce,fa,semi_formal
انتظار خدمات بهتری داشتم. در مجموع از تجربه راضی نبودم. اصلاً چیزی که انتظار داشتم نبود. (خرید از فروشگاه آنلاین).,Feedback,negative_experience_feedback,negative,ecommerce,fa,formal
پشتیبانی دیر پاسخ می‌دهد و مشکل من هنوز حل نشده. هنوز نظر قطعی ندارم. تجربه‌ام تا الان معمولی بوده. (خرید از فروشگاه آنلاین).,Complaint,support_inefficiency_complaint,neutral,ecommerce,fa,formal
لطفاً وضعیت سفارش من را اعلام کنید، مدتی است تغییری در وضعیتش نمی‌بینم. در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Request,order_status_request,negative,ecommerce,fa,formal
روند بازگشت محصول چقدر زمان می‌برد؟ در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Query,return_process_query,positive,ecommerce,fa,informal
چه زمانی امکان بازگشت وجه وجود دارد؟ هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Query,refund_policy_query,neutral,ecommerce,fa,semi_formal
لطفاً وضعیت سفارش من را اعلام کنید، مدتی است تغییری در وضعیتش نمی‌بینم. در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Request,order_status_request,positive,ecommerce,fa,informal
می‌خواستم درباره شرایط گارانتی بیشتر بدانم. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Query,warranty_query,positive,ecommerce,fa,informal
چه زمانی امکان بازگشت وجه وجود دارد؟ هنوز نظر قطعی ندارم. فعلاً نه خیلی خوب بوده نه خیلی بد. (خرید از فروشگاه آنلاین).,Query,refund_policy_query,neutral,ecommerce,fa,informal
مشکل فنی برایم پیش آمده، نیاز به پشتیبانی دارم. هنوز نظر قطعی ندارم. فعلاً نه خیلی خوب بوده نه خیلی بد. (خرید از فروشگاه آنلاین).,Query,technical_support_query,neutral,ecommerce,fa,formal
تصاویر محصول با واقعیت تفاوت داشت. در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Complaint,misleading_description_complaint,negative,ecommerce,fa,formal
لطفاً وضعیت سفارش من را اعلام کنید، مدتی است تغییری در وضعیتش نمی‌بینم. در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Request,order_status_request,negative,ecommerce,fa,semi_formal
پیشنهاد می‌کنم تنوع محصولات را بیشتر کنید. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Feedback,suggestion_feedback,positive,ecommerce,fa,formal
آیا این محصول به‌زودی موجود می‌شود؟ هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Request,availability_request,neutral,ecommerce,fa,formal
توضیحات کالا گمراه‌کننده بود. در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Complaint,misleading_description_complaint,negative,ecommerce,fa,informal
تصاویر محصول با واقعیت تفاوت داشت. هنوز نظر قطعی ندارم. فعلاً نه خیلی خوب بوده نه خیلی بد. (خرید از فروشگاه آنلاین).,Complaint,misleading_description_complaint,neutral,ecommerce,fa,formal
در استفاده از محصول مشکل دارم، لطفاً راهنمایی کنید. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Query,technical_support_query,positive,ecommerce,fa,semi_formal
افزودن نظرات تصویری خیلی کاربردی خواهد بود. هنوز نظر قطعی ندارم. فعلاً نه خیلی خوب بوده نه خیلی بد. (خرید از فروشگاه آنلاین).,Feedback,feature_request_feedback,neutral,ecommerce,fa,semi_formal
از خدمات فروشگاه ناراضی هستم. در کل تجربه‌ام مثبت بود. واقعاً از خریدم راضی‌ام. (خرید از فروشگاه آنلاین).,Feedback,negative_experience_feedback,positive,ecommerce,fa,informal
مدت زیادی منتظر پاسخ پشتیبانی ماندم ولی پاسخی دریافت نکردم. هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Complaint,support_inefficiency_complaint,neutral,ecommerce,fa,formal
پیشنهاد می‌کنم تنوع محصولات را بیشتر کنید. در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Feedback,suggestion_feedback,negative,ecommerce,fa,informal
چه زمانی امکان بازگشت وجه وجود دارد؟ در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Query,refund_policy_query,negative,ecommerce,fa,semi_formal
می‌خواستم درباره مشخصات این محصول بیشتر بدانم، مخصوصاً کیفیت ساخت و جزئیات فنی. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Request,product_info_request,positive,ecommerce,fa,semi_formal
می‌خواستم بدانم سفارشم در چه مرحله‌ای است. در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Request,order_status_request,negative,ecommerce,fa,formal
می‌خواستم بدانم سفارشم در چه مرحله‌ای است. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Request,order_status_request,positive,ecommerce,fa,formal
انتظار خدمات بهتری داشتم. هنوز نظر قطعی ندارم. فعلاً نه خیلی خوب بوده نه خیلی بد. (خرید از فروشگاه آنلاین).,Feedback,negative_experience_feedback,neutral,ecommerce,fa,semi_formal
خدمات عالی بود و دوباره خرید می‌کنم. هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Feedback,positive_experience_feedback,neutral,ecommerce,fa,semi_formal
گارانتی این محصول شامل چه مواردی می‌شود؟ هنوز نظر قطعی ندارم. تجربه‌ام تا الان معمولی بوده. (خرید از فروشگاه آنلاین).,Query,warranty_query,neutral,ecommerce,fa,informal
خدمات عالی بود و دوباره خرید می‌کنم. در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Feedback,positive_experience_feedback,negative,ecommerce,fa,informal
آیا امکان دارد بگویید بسته من کی ارسال می‌شود؟ در کل تجربه‌ام مثبت بود. واقعاً از خریدم راضی‌ام. (خرید از فروشگاه آنلاین).,Request,order_status_request,positive,ecommerce,fa,informal
آیا امکان دارد بگویید بسته من کی ارسال می‌شود؟ در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Request,order_status_request,negative,ecommerce,fa,formal
در استفاده از محصول مشکل دارم، لطفاً راهنمایی کنید. در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Query,technical_support_query,positive,ecommerce,fa,formal
لطفاً وضعیت سفارش من را اعلام کنید، مدتی است تغییری در وضعیتش نمی‌بینم. در مجموع از تجربه راضی نبودم. اصلاً چیزی که انتظار داشتم نبود. (خرید از فروشگاه آنلاین).,Request,order_status_request,negative,ecommerce,fa,semi_formal
روند بازگشت محصول چقدر زمان می‌برد؟ در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Query,return_process_query,negative,ecommerce,fa,formal
توضیحات محصول دقیق نبود و باعث اشتباه در خرید شد. هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Complaint,misleading_description_complaint,neutral,ecommerce,fa,formal
می‌خواستم بدانم چطور می‌توانم کالا را پس بدهم. در کل تجربه‌ام مثبت بود. واقعاً از خریدم راضی‌ام. (خرید از فروشگاه آنلاین).,Query,return_process_query,positive,ecommerce,fa,formal
تجربه خرید خوبی نبود. در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Feedback,negative_experience_feedback,negative,ecommerce,fa,formal
آیا امکان دارد بگویید بسته من کی ارسال می‌شود؟ در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Request,order_status_request,positive,ecommerce,fa,formal
افزودن نظرات تصویری خیلی کاربردی خواهد بود. در مجموع از تجربه راضی نبودم. به هیچ‌کس توصیه نمی‌کنم. (خرید از فروشگاه آنلاین).,Feedback,feature_request_feedback,negative,ecommerce,fa,formal
پشتیبانی دیر پاسخ می‌دهد و مشکل من هنوز حل نشده. در کل تجربه‌ام مثبت بود. واقعاً از خریدم راضی‌ام. (خرید از فروشگاه آنلاین).,Complaint,support_inefficiency_complaint,positive,ecommerce,fa,formal
از خرید خود کاملاً راضی هستم. هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Feedback,positive_experience_feedback,neutral,ecommerce,fa,formal
تصاویر محصول با واقعیت تفاوت داشت. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Complaint,misleading_description_complaint,positive,ecommerce,fa,semi_formal
آیا می‌توانید اطلاعات بیشتری درباره ویژگی‌های این محصول ارائه دهید؟ در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Request,product_info_request,negative,ecommerce,fa,semi_formal
انتظار نداشتم سفارش اینقدر دیر برسد. در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Complaint,delivery_delay_complaint,positive,ecommerce,fa,informal
می‌خواستم درباره مشخصات این محصول بیشتر بدانم، مخصوصاً کیفیت ساخت و جزئیات فنی. هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Request,product_info_request,neutral,ecommerce,fa,informal
می‌خواستم بدانم آیا امکان پیش‌خرید این محصول وجود دارد؟ در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Request,availability_request,negative,ecommerce,fa,informal
می‌خواستم بدانم آیا امکان پیش‌خرید این محصول وجود دارد؟ در مجموع از تجربه راضی نبودم. پشتیبانی هم پاسخ‌گو نبود. (خرید از فروشگاه آنلاین).,Request,availability_request,negative,ecommerce,fa,formal
انتظار نداشتم سفارش اینقدر دیر برسد. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Complaint,delivery_delay_complaint,positive,ecommerce,fa,informal
توضیحات کالا گمراه‌کننده بود. در کل تجربه‌ام مثبت بود. واقعاً از خریدم راضی‌ام. (خرید از فروشگاه آنلاین).,Complaint,misleading_description_complaint,positive,ecommerce,fa,informal
می‌خواستم درباره شرایط گارانتی بیشتر بدانم. در کل تجربه‌ام مثبت بود. حتماً دوباره از همین جا سفارش می‌دم. (خرید از فروشگاه آنلاین).,Query,warranty_query,positive,ecommerce,fa,semi_formal
چه زمانی امکان بازگشت وجه وجود دارد؟ هنوز نظر قطعی ندارم. فعلاً نه خیلی خوب بوده نه خیلی بد. (خرید از فروشگاه آنلاین).,Query,refund_policy_query,neutral,ecommerce,fa,formal
لطفاً وضعیت سفارش من را اعلام کنید، مدتی است تغییری در وضعیتش نمی‌بینم. هنوز نظر قطعی ندارم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (خرید از فروشگاه آنلاین).,Request,order_status_request,neutral,ecommerce,fa,formal
پیشنهاد دارم فیلترهای بیشتری به سایت اضافه کنید. هنوز نظر قطعی ندارم. تجربه‌ام تا الان معمولی بوده. (خرید از فروشگاه آنلاین).,Feedback,suggestion_feedback,neutral,ecommerce,fa,formal
بسته با تأخیر زیاد به دستم رسید و این موضوع ناراحت‌کننده بود. در کل تجربه‌ام مثبت بود. نسبت به قیمتی که پرداخت کردم عالی بود. (خرید از فروشگاه آنلاین).,Complaint,delivery_delay_complaint,positive,ecommerce,fa,formal
مدت زیادی منتظر پاسخ پشتیبانی ماندم ولی پاسخی دریافت نکردم. هنوز نظر قطعی ندارم. تجربه‌ام تا الان معمولی بوده. (خرید از فروشگاه آنلاین).,Complaint,support_inefficiency_complaint,neutral,ecommerce,fa,informal
می‌خواستم درباره مشخصات این محصول بیشتر بدانم، مخصوصاً کیفیت ساخت و جزئیات فنی. هنوز نظر قطعی ندارم. فعلاً نه خیلی خوب بوده نه خیلی بد. (خرید از فروشگاه آنلاین).,Request,product_info_request,neutral,ecommerce,fa,semi_formal
